"MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","ORIGIN","DEST","CRS_DEP_TIME","DEP_DELAY_NEW"
"4","3","UA","LGA","ORD","1759","0.0"
"11","4","DL","JFK","LAX","700","0.0"
"9","5","AA","JFK","LAX","1929","0.0"
"10","1","YX","JFK","ORD","1929","0.0"
"8","2","DL","JFK","DFW","830","126.0"
"11","4","DL","LGA","ORD","730","0.0"
"7","6","AA","JFK","LAX","730","0.0"
"4","4","DL","JFK","ATL","600","0.0"
"12","4","DL","LGA","DFW","1510","8.0"
"11","3","B6","JFK","ORD","2100","0.0"
"2","2","F9","LGA","ATL","1049","5.0"
"10","7","AA","JFK","LAX","1915","13.0"
"9","7","DL","JFK","LAX","1028","0.0"
"6","5","DL","JFK","ATL","1553","3.0"
"8","7","UA","LGA","ORD","900","0.0"
"9","3","AA","LGA","DFW","738","0.0"
"7","7","DL","LGA","DFW","1510","157.0"
"8","2","B6","JFK","LAX","1430","49.0"
"8","6","B6","JFK","LAX","1930","13.0"
"9","3","DL","JFK","LAX","1559","0.0"
"6","2","B6","LGA","ATL","1330","0.0"
"7","4","AA","LGA","ORD","1237","0.0"
"9","5","DL","JFK","LAX","1030","0.0"
"2","1","DL","LGA","DFW","1220","0.0"
"4","6","AA","JFK","ORD","900","23.0"
"12","3","DL","JFK","ATL","2300","19.0"
"3","4","F9","LGA","ATL","1053","0.0"
"9","5","AA","LGA","ORD","830","0.0"
"5","7","AA","JFK","LAX","2015","0.0"
"7","7","DL","JFK","PHX","700","8.0"
"5","4","UA","LGA","ORD","600","0.0"
"4","5","DL","JFK","ATL","840","3.0"
"4","5","DL","JFK","ATL","1159","3.0"
"3","4","DL","JFK","PHX","1950","0.0"
"2","7","B6","JFK","LAX","1559","61.0"
"7","3","DL","LGA","ORD","1135","37.0"
"7","7","B6","JFK","LAX","1100","49.0"
"12","6","DL","JFK","ATL","1559","160.0"
"8","1","AA","LGA","DFW","1600","121.0"
"9","4","AA","LGA","DFW","1829","64.0"
"10","4","DL","LGA","ATL","1845","4.0"
"9","6","DL","LGA","ATL","840","0.0"
"5","4","DL","JFK","LAX","1000","0.0"
"9","1","AA","LGA","ORD","1830","0.0"
"8","4","UA","LGA","ORD","1711","11.0"
"2","1","DL","JFK","PHX","700","0.0"
"10","1","DL","LGA","ORD","850","54.0"
"7","6","DL","JFK","PHX","1845","0.0"
"2","4","DL","JFK","LAX","1545","0.0"
"6","2","DL","LGA","DFW","1515","35.0"
"3","5","OO","JFK","ORD","805","0.0"
"3","5","OO","JFK","ORD","805","0.0"
"9","2","AA","JFK","LAX","1929","16.0"
"2","7","AA","LGA","ORD","1130","0.0"
"12","1","DL","JFK","PHX","700","0.0"
"7","1","AA","JFK","LAX","1629","0.0"
"7","4","AA","LGA","ORD","1840","0.0"
"12","4","OO","LGA","ORD","1005","0.0"
"7","1","AA","LGA","DFW","1815","0.0"
"8","2","DL","JFK","ATL","1929","19.0"
"8","6","DL","JFK","LAX","1515","0.0"
"11","7","AA","LGA","DFW","1600","69.0"
"2","3","OO","JFK","ORD","1650","8.0"
"10","7","YX","LGA","ATL","832","0.0"
"10","4","DL","LGA","ORD","1325","0.0"
"10","4","AA","JFK","LAX","1630","0.0"
"10","1","AA","LGA","ORD","1430","0.0"
"7","7","UA","LGA","ORD","800","47.0"
"10","6","AA","LGA","ORD","1030","0.0"
"9","2","AA","LGA","DFW","829","0.0"
"12","4","DL","JFK","PHX","1820","45.0"
"8","6","AA","LGA","ORD","1430","102.0"
"4","1","UA","LGA","ORD","800","0.0"
"4","5","AA","LGA","ORD","1030","0.0"
"7","5","WN","LGA","ATL","1430","12.0"
"4","4","B6","JFK","PHX","1000","0.0"
"10","1","DL","JFK","LAX","1215","0.0"
"8","7","AA","JFK","ORD","900","0.0"
"4","2","AA","JFK","PHX","648","0.0"
"3","4","OO","JFK","ORD","1230","0.0"
"6","1","AA","JFK","PHX","640","0.0"
"10","1","AA","LGA","ORD","1730","0.0"
"8","4","UA","LGA","ORD","2100","52.0"
"6","2","B6","JFK","LAX","1755","0.0"
"12","1","DL","LGA","ATL","1459","4.0"
"10","3","DL","LGA","ATL","845","0.0"
"8","6","B6","JFK","ORD","1321","0.0"
"3","6","AA","LGA","ORD","600","0.0"
"4","1","DL","LGA","ATL","700","0.0"
"2","4","DL","LGA","ATL","1150","0.0"
"10","4","DL","LGA","ORD","735","0.0"
"7","5","DL","JFK","LAX","1005","45.0"
"11","1","DL","LGA","DFW","1525","0.0"
"9","7","DL","LGA","DFW","830","0.0"
"5","5","AA","LGA","DFW","629","0.0"
"4","2","DL","LGA","ORD","1825","109.0"
"6","1","DL","LGA","DFW","810","0.0"
"3","4","DL","LGA","ORD","1825","0.0"
"9","7","DL","JFK","ATL","608","0.0"
"4","6","DL","LGA","ORD","1100","0.0"
"11","2","AA","LGA","ORD","1830","0.0"
"7","2","OO","LGA","ORD","2100","7.0"
"8","4","AA","LGA","ORD","1015","66.0"
"5","1","B6","JFK","LAX","530","0.0"
"12","2","DL","LGA","ATL","1610","75.0"
"12","3","AA","LGA","DFW","1559","38.0"
"3","3","AA","LGA","DFW","1355","0.0"
"3","2","DL","JFK","ATL","1900","0.0"
"12","2","DL","LGA","ATL","1059","0.0"
"12","7","AA","LGA","DFW","1839","0.0"
"5","5","DL","LGA","ORD","1134","0.0"
"12","5","YX","LGA","ATL","1735","0.0"
"10","1","AA","JFK","PHX","640","0.0"
"8","2","B6","JFK","LAX","800","4.0"
"10","7","B6","JFK","ATL","1600","0.0"
"10","5","AA","LGA","DFW","630","0.0"
"4","1","DL","LGA","ATL","2010","33.0"
"8","7","9E","JFK","ORD","1459","5.0"
"8","7","DL","LGA","ATL","1359","0.0"
"6","1","DL","LGA","DFW","1220","19.0"
"9","3","B6","JFK","LAX","820","0.0"
"4","6","DL","JFK","LAX","1815","0.0"
"6","7","AA","LGA","DFW","914","0.0"
"6","2","UA","LGA","ORD","1500","0.0"
"5","5","B6","JFK","ATL","820","0.0"
"3","5","DL","LGA","ATL","1700","40.0"
"11","2","AA","LGA","ORD","1733","0.0"
"9","2","UA","LGA","ORD","630","0.0"
"4","6","YX","LGA","ATL","905","0.0"
"12","7","AA","JFK","LAX","600","0.0"
"3","2","AA","LGA","DFW","1855","0.0"
"4","5","DL","JFK","ATL","840","0.0"
"5","1","DL","JFK","PHX","715","0.0"
"6","1","AA","LGA","ORD","729","11.0"
"8","7","AA","JFK","PHX","1629","0.0"
"5","1","DL","LGA","DFW","615","0.0"
"12","3","AA","JFK","ORD","910","0.0"
"6","7","AA","JFK","LAX","1934","0.0"
"8","7","B6","JFK","LAX","530","0.0"
"8","3","OO","JFK","ORD","1120","0.0"
"10","4","AA","JFK","LAX","1725","24.0"
"4","1","B6","JFK","ATL","1230","0.0"
"10","5","DL","JFK","LAX","1559","0.0"
"6","6","UA","LGA","ORD","626","0.0"
"7","7","AA","JFK","ORD","829","0.0"
"2","7","B6","JFK","LAX","800","7.0"
"8","3","OO","LGA","ORD","1107","0.0"
"12","5","AA","LGA","DFW","810","0.0"
"2","4","F9","LGA","ATL","1049","5.0"
"6","4","B6","LGA","ATL","1325","0.0"
"2","3","AA","LGA","ORD","1930","0.0"
"3","4","DL","JFK","ATL","600","2.0"
"3","2","AA","JFK","DFW","800","0.0"
"9","1","DL","LGA","ATL","715","0.0"
"10","6","DL","LGA","ATL","1845","0.0"
"2","5","WN","LGA","ATL","1045","0.0"
"5","7","AA","LGA","DFW","1605","0.0"
"10","3","AA","LGA","DFW","1100","139.0"
"4","1","AA","LGA","DFW","1700","7.0"
"3","3","DL","LGA","ATL","700","0.0"
"8","7","OO","LGA","ORD","1107","0.0"
"5","1","NK","LGA","DFW","1254","33.0"
"11","2","AA","JFK","LAX","1725","13.0"
"4","3","DL","LGA","ATL","2010","0.0"
"8","7","DL","LGA","ORD","845","0.0"
"11","5","OO","LGA","ORD","1400","0.0"
"5","5","AA","LGA","ORD","1330","0.0"
"3","7","AA","JFK","LAX","600","0.0"
"9","6","AA","LGA","ORD","1430","0.0"
"10","1","DL","JFK","LAX","1210","0.0"
"5","2","DL","LGA","ORD","830","0.0"
"3","7","UA","LGA","ORD","900","0.0"
"12","4","AA","JFK","LAX","1000","0.0"
"9","5","DL","LGA","ATL","715","0.0"
"11","5","DL","LGA","ORD","1259","0.0"
"8","4","AA","LGA","DFW","1915","91.0"
"5","7","DL","JFK","LAX","700","0.0"
"4","2","AA","LGA","DFW","1555","0.0"
"3","1","YX","LGA","ATL","1729","0.0"
"8","3","B6","LGA","ATL","2045","0.0"
"11","2","AA","LGA","ORD","730","0.0"
"11","7","B6","JFK","ORD","2155","12.0"
"8","1","DL","JFK","LAX","1429","9.0"
"4","5","AA","LGA","DFW","550","0.0"
"4","3","DL","JFK","DFW","1800","0.0"
"5","1","AA","JFK","DFW","759","0.0"
"8","2","DL","JFK","ATL","800","128.0"
"6","5","B6","LGA","ATL","1325","11.0"
"8","5","B6","JFK","LAX","2140","82.0"
"8","3","AA","LGA","ORD","1130","0.0"
"8","3","DL","JFK","LAX","805","0.0"
"2","6","B6","JFK","ORD","2130","0.0"
"8","1","AA","LGA","ORD","1330","44.0"
"8","3","DL","LGA","ATL","1700","117.0"
"11","2","B6","JFK","LAX","2159","51.0"
"11","7","DL","LGA","ORD","1259","0.0"
"8","3","DL","JFK","LAX","805","0.0"
"9","5","AA","LGA","ORD","1630","0.0"
"2","2","AA","JFK","LAX","2035","5.0"
"12","6","AA","LGA","DFW","729","108.0"
"12","7","DL","JFK","LAX","1545","0.0"
"10","4","DL","LGA","ORD","610","0.0"
"11","6","WN","LGA","ATL","1655","6.0"
"5","1","AA","LGA","ORD","1629","0.0"
"11","3","AA","LGA","DFW","1745","0.0"
"9","2","DL","JFK","ATL","1120","0.0"
"4","2","AA","JFK","LAX","1620","0.0"
"9","3","AA","JFK","LAX","700","4.0"
"2","7","OO","JFK","ORD","1600","0.0"
"11","6","DL","LGA","ORD","1129","0.0"
"8","2","AA","JFK","DFW","630","0.0"
"10","7","OO","LGA","ORD","1915","0.0"
"6","5","AA","LGA","ORD","2025","97.0"
"2","3","UA","LGA","ORD","1800","1.0"
"5","7","UA","LGA","ORD","2100","0.0"
"5","5","AA","LGA","DFW","600","4.0"
"5","6","AA","JFK","PHX","648","0.0"
"3","1","DL","LGA","ORD","1629","0.0"
"11","4","DL","LGA","ATL","1845","0.0"
"5","4","DL","LGA","DFW","1900","141.0"
"11","2","AA","LGA","DFW","1223","0.0"
"6","3","DL","JFK","LAX","1800","0.0"
"11","3","9E","JFK","ORD","1200","0.0"
"9","3","YX","LGA","ATL","1640","0.0"
"6","6","UA","LGA","ORD","1820","167.0"
"11","3","DL","LGA","ATL","1159","0.0"
"8","4","DL","LGA","DFW","1950","41.0"
"12","6","B6","JFK","ORD","705","13.0"
"8","3","DL","LGA","DFW","800","0.0"
"3","6","DL","LGA","ORD","1300","3.0"
"8","3","DL","LGA","ORD","600","0.0"
"5","1","DL","LGA","ORD","730","0.0"
"3","4","DL","LGA","DFW","600","0.0"
"5","3","AA","LGA","DFW","550","0.0"
"5","3","DL","JFK","DFW","1700","1.0"
"4","2","UA","LGA","ORD","800","1.0"
"3","7","DL","LGA","ATL","1700","1.0"
"12","2","DL","JFK","ATL","615","0.0"
"2","1","AA","LGA","ORD","1335","0.0"
"4","2","AA","LGA","ORD","630","16.0"
"11","5","AA","JFK","LAX","1015","0.0"
"2","1","DL","LGA","ATL","815","0.0"
"4","6","AA","JFK","LAX","2030","70.0"
"6","7","B6","JFK","ATL","930","34.0"
"10","3","B6","JFK","LAX","925","0.0"
"10","3","AA","LGA","DFW","730","0.0"
"8","2","AA","JFK","DFW","1559","2.0"
"11","7","DL","LGA","ATL","1730","79.0"
"5","5","AA","JFK","DFW","759","0.0"
"9","7","AA","LGA","ORD","1530","17.0"
"7","1","DL","JFK","LAX","2215","15.0"
"8","3","B6","LGA","ATL","2045","11.0"
"5","3","DL","LGA","DFW","615","0.0"
"12","2","B6","JFK","LAX","1830","71.0"
"8","7","B6","JFK","LAX","1930","106.0"
"7","5","AA","LGA","ORD","2025","28.0"
"11","3","AA","LGA","ORD","1733","66.0"
"9","2","UA","LGA","ORD","630","0.0"
"8","4","DL","LGA","ATL","930","0.0"
"10","2","B6","JFK","PHX","950","0.0"
"8","2","UA","LGA","ORD","1005","0.0"
"3","6","B6","JFK","LAX","1429","0.0"
"7","4","DL","JFK","LAX","1515","0.0"
"12","2","AA","LGA","DFW","1555","4.0"
"4","3","DL","LGA","ATL","1815","0.0"
"9","4","DL","LGA","ATL","1600","0.0"
"10","4","9E","JFK","ORD","1555","0.0"
"8","3","AA","JFK","DFW","643","0.0"
"4","4","UA","LGA","ORD","1505","0.0"
"12","5","AA","JFK","LAX","1700","0.0"
"3","7","B6","JFK","LAX","1559","0.0"
"12","2","AA","JFK","LAX","1100","0.0"
"5","5","AA","JFK","PHX","648","0.0"
"5","6","DL","LGA","ATL","1600","3.0"
"12","3","DL","LGA","ATL","1610","30.0"
"8","1","9E","JFK","ORD","900","0.0"
"5","4","B6","JFK","ATL","820","0.0"
"5","2","B6","JFK","PHX","2000","0.0"
"8","7","AA","LGA","ORD","1430","43.0"
"11","3","YX","LGA","ATL","1430","0.0"
"5","2","AA","JFK","LAX","1655","0.0"
"9","1","AA","LGA","ORD","1630","0.0"
"10","5","AA","LGA","DFW","555","0.0"
"6","3","DL","LGA","ORD","1135","0.0"
"3","3","AA","LGA","DFW","1855","141.0"
"11","2","YX","LGA","ATL","2045","0.0"
"4","5","OO","LGA","ORD","1400","0.0"
"2","1","AA","LGA","ORD","1730","23.0"
"2","3","AA","LGA","ORD","1230","0.0"
"6","5","AA","JFK","DFW","1554","0.0"
"7","5","DL","JFK","ATL","1954","128.0"
"12","7","AA","JFK","LAX","1100","0.0"
"11","2","DL","LGA","ATL","1600","1.0"
"11","3","WN","LGA","ATL","1040","0.0"
"9","6","AA","LGA","DFW","1600","0.0"
"9","5","B6","JFK","PHX","950","0.0"
"7","5","B6","JFK","LAX","529","0.0"
"7","5","DL","JFK","LAX","1700","141.0"
"7","3","DL","LGA","ATL","600","2.0"
"8","7","OO","LGA","ORD","1915","66.0"
"11","1","DL","JFK","PHX","1810","0.0"
"5","4","UA","LGA","ORD","1659","0.0"
"7","1","DL","LGA","ATL","1600","0.0"
"12","4","B6","JFK","LAX","2059","19.0"
"9","1","DL","JFK","LAX","1559","147.0"
"5","1","AA","LGA","DFW","1700","0.0"
"4","5","B6","JFK","ORD","659","0.0"
"7","3","DL","JFK","LAX","1700","0.0"
"10","7","DL","LGA","ATL","600","0.0"
"9","1","UA","LGA","ORD","2100","0.0"
"2","6","AA","LGA","ORD","1730","0.0"
"9","3","AA","JFK","LAX","1530","0.0"
"2","4","OO","LGA","ORD","1500","0.0"
"11","7","WN","LGA","ATL","1455","0.0"
"2","3","AA","JFK","LAX","1629","0.0"
"2","2","DL","JFK","ATL","840","20.0"
"6","3","AA","JFK","PHX","1324","14.0"
"8","6","F9","LGA","ATL","2250","13.0"
"10","3","AA","LGA","ORD","1830","0.0"
"8","5","DL","JFK","ATL","600","3.0"
"7","1","UA","LGA","ORD","1915","0.0"
"9","7","DL","JFK","PHX","1900","11.0"
"11","7","AA","LGA","DFW","1745","0.0"
"2","2","UA","LGA","ORD","1000","0.0"
"7","6","UA","LGA","ORD","800","0.0"
"8","6","DL","JFK","ATL","1300","0.0"
"9","7","B6","JFK","LAX","930","5.0"
"6","4","DL","JFK","ATL","600","0.0"
"2","5","AA","JFK","LAX","1935","9.0"
"3","4","WN","LGA","ATL","1445","0.0"
"12","7","DL","LGA","ATL","1845","0.0"
"11","2","B6","JFK","ATL","810","0.0"
"12","5","OO","LGA","ORD","1915","0.0"
"10","2","AA","LGA","ORD","1230","108.0"
"10","5","DL","LGA","ATL","2005","121.0"
"6","1","DL","LGA","DFW","1940","0.0"
"6","1","AA","LGA","DFW","1100","0.0"
"4","6","DL","JFK","LAX","1555","37.0"
"6","4","DL","JFK","LAX","1515","0.0"
"6","5","WN","LGA","ATL","725","0.0"
"3","1","B6","JFK","LAX","2130","2.0"
"5","3","DL","LGA","ATL","800","0.0"
"6","3","DL","LGA","ATL","1259","33.0"
"2","7","AA","JFK","LAX","600","0.0"
"4","4","OO","JFK","ORD","805","0.0"
"8","3","UA","LGA","ORD","630","0.0"
"3","5","AA","LGA","ORD","1130","0.0"
"4","4","AA","JFK","LAX","600","0.0"
"6","4","OO","JFK","ORD","1610","0.0"
"7","6","DL","LGA","DFW","1420","0.0"
"7","2","DL","JFK","PHX","705","0.0"
"8","4","DL","JFK","LAX","805","5.0"
"12","2","UA","LGA","ORD","629","0.0"
"4","7","DL","LGA","ATL","1700","5.0"
"11","4","UA","LGA","ORD","900","0.0"
"9","1","B6","JFK","PHX","945","46.0"
"8","2","AA","JFK","LAX","730","0.0"
"12","5","AA","LGA","DFW","1755","86.0"
"8","5","AA","LGA","ORD","1430","23.0"
"12","4","DL","LGA","ORD","1830","32.0"
"8","1","B6","LGA","ATL","1325","0.0"
"10","7","B6","JFK","ORD","1342","0.0"
"4","4","DL","JFK","PHX","2000","0.0"
"9","2","B6","JFK","ATL","1605","55.0"
"11","2","DL","JFK","LAX","1745","62.0"
"9","5","YX","JFK","ORD","1935","0.0"
"10","5","B6","JFK","PHX","950","0.0"
"6","2","DL","LGA","ATL","800","0.0"
"3","1","DL","LGA","DFW","1920","7.0"
"10","4","DL","LGA","ORD","610","0.0"
"3","4","B6","JFK","ATL","2140","0.0"
"9","1","F9","LGA","ATL","1059","14.0"
"7","1","AA","LGA","ORD","1237","0.0"
"10","7","DL","JFK","LAX","1355","43.0"
"2","3","DL","JFK","ATL","1655","0.0"
"5","5","AA","LGA","DFW","1459","0.0"
"3","4","DL","LGA","ORD","715","8.0"
"9","7","9E","JFK","ORD","820","17.0"
"7","7","UA","LGA","ORD","1716","4.0"
"6","6","B6","LGA","ATL","1700","0.0"
"2","6","AA","LGA","DFW","815","22.0"
"8","4","DL","JFK","LAX","1023","0.0"
"6","1","AA","JFK","LAX","1800","0.0"
"4","3","DL","JFK","ATL","600","0.0"
"4","1","DL","LGA","ORD","1125","7.0"
"5","2","B6","JFK","LAX","1755","0.0"
"8","1","AA","LGA","DFW","829","0.0"
"8","1","B6","JFK","LAX","935","0.0"
"12","1","YX","LGA","ATL","825","0.0"
"7","1","AA","JFK","PHX","640","0.0"
"11","1","AA","LGA","DFW","625","112.0"
"10","6","DL","LGA","ATL","1600","0.0"
"3","6","AA","JFK","PHX","1400","68.0"
"6","7","OO","JFK","ORD","1129","0.0"
"4","2","DL","JFK","ATL","840","0.0"
"5","7","WN","LGA","ATL","700","0.0"
"8","5","UA","LGA","ORD","900","0.0"
"4","5","F9","LGA","ATL","1050","0.0"
"9","7","B6","JFK","LAX","1100","0.0"
"9","1","B6","JFK","LAX","1100","0.0"
"3","6","DL","JFK","LAX","1555","0.0"
"2","7","OO","JFK","ORD","900","0.0"
"12","5","AA","JFK","DFW","1759","0.0"
"8","3","AA","LGA","ORD","1630","0.0"
"8","1","DL","LGA","DFW","1506","126.0"
"8","1","AA","JFK","PHX","1729","0.0"
"12","1","AA","LGA","ORD","930","0.0"
"10","2","AA","LGA","DFW","1600","6.0"
"2","1","AA","LGA","ORD","1030","0.0"
"8","7","B6","JFK","ATL","2100","80.0"
"8","2","DL","JFK","LAX","1559","18.0"
"3","4","B6","JFK","LAX","2120","0.0"
"2","5","UA","LGA","ORD","800","0.0"
"6","4","WN","LGA","ATL","1430","43.0"
"8","2","F9","LGA","ATL","2245","0.0"
"12","7","WN","LGA","ATL","1745","8.0"
"9","5","AA","LGA","ORD","2030","0.0"
"3","3","DL","JFK","LAX","1715","46.0"
"8","5","B6","JFK","LAX","2159","19.0"
"10","1","AA","LGA","DFW","1705","0.0"
"8","4","AA","JFK","LAX","1530","130.0"
"7","6","WN","LGA","ATL","715","0.0"
"2","6","F9","LGA","ATL","1049","3.0"
"8","4","AA","LGA","ORD","1530","0.0"
"4","4","DL","LGA","ATL","1815","4.0"
"7","3","UA","LGA","ORD","1005","0.0"
"7","1","DL","LGA","ORD","1135","0.0"
"9","3","AA","LGA","DFW","1100","101.0"
"7","3","DL","JFK","ATL","1129","4.0"
"9","2","DL","JFK","LAX","1215","0.0"
"12","1","DL","LGA","ATL","1259","0.0"
"8","1","AA","JFK","LAX","1800","7.0"
"10","5","DL","LGA","ATL","1730","0.0"
"3","1","AA","LGA","ORD","730","0.0"
"6","4","OO","LGA","ORD","1405","0.0"
"9","4","F9","LGA","ATL","1055","16.0"
"8","1","YX","LGA","ATL","1350","0.0"
"8","1","UA","LGA","ORD","1111","0.0"
"2","3","AA","LGA","ORD","1630","0.0"
"8","2","DL","LGA","ATL","1200","0.0"
"3","3","DL","LGA","ORD","2045","93.0"
"6","2","AA","LGA","ORD","729","0.0"
"3","5","AA","JFK","LAX","2045","0.0"
"11","1","AA","LGA","DFW","1745","0.0"
"3","1","AA","LGA","DFW","1459","0.0"
"3","3","OO","LGA","ORD","1400","0.0"
"11","3","AA","LGA","DFW","1225","21.0"
"3","4","AA","LGA","DFW","930","0.0"
"5","2","UA","LGA","ORD","1505","0.0"
"10","5","AA","LGA","DFW","1600","0.0"
"10","2","AA","LGA","DFW","1229","2.0"
"12","4","YX","LGA","ATL","825","0.0"
"9","4","DL","JFK","PHX","650","0.0"
"3","5","AA","JFK","LAX","1529","0.0"
"12","4","AA","LGA","ORD","930","0.0"
"7","3","DL","JFK","ATL","1300","0.0"
"8","2","DL","JFK","LAX","1355","0.0"
"6","7","B6","JFK","PHX","1947","0.0"
"12","6","AA","LGA","DFW","810","0.0"
"9","2","UA","LGA","ORD","900","0.0"
"11","6","DL","LGA","ATL","829","0.0"
"3","7","AA","JFK","LAX","2030","19.0"
"6","1","OO","JFK","ORD","1129","0.0"
"4","5","UA","LGA","ORD","1505","1.0"
"11","6","WN","LGA","ATL","730","0.0"
"8","7","DL","JFK","ATL","1459","39.0"
"8","5","WN","LGA","ATL","1725","33.0"
"10","7","DL","JFK","ATL","1605","83.0"
"8","6","AA","LGA","ORD","1600","0.0"
"4","5","DL","LGA","ORD","1625","10.0"
"3","2","AA","LGA","ORD","1340","0.0"
"4","1","UA","LGA","ORD","1505","65.0"
"8","6","DL","JFK","ATL","800","0.0"
"7","5","AA","JFK","LAX","1130","0.0"
"11","7","AA","LGA","DFW","1745","97.0"
"12","1","AA","LGA","DFW","1235","4.0"
"9","3","WN","LGA","ATL","715","0.0"
"10","4","AA","LGA","ORD","1730","38.0"
"4","5","AA","LGA","DFW","1045","8.0"
"8","6","B6","LGA","ATL","2010","6.0"
"6","1","DL","LGA","DFW","1515","22.0"
"2","6","DL","LGA","DFW","825","0.0"
"5","6","UA","LGA","ORD","1659","0.0"
"8","7","AA","JFK","DFW","635","0.0"
"9","4","B6","JFK","LAX","925","0.0"
"9","6","AA","LGA","ORD","730","0.0"
"3","2","AA","LGA","DFW","1855","42.0"
"5","3","B6","JFK","LAX","940","2.0"
"5","7","DL","JFK","ATL","1725","0.0"
"7","1","AA","JFK","ORD","1549","1.0"
"11","3","DL","LGA","ORD","1830","0.0"
"8","4","OO","LGA","ORD","1915","0.0"
"3","2","DL","JFK","LAX","855","0.0"
"11","5","DL","LGA","ATL","1500","8.0"
"5","6","DL","LGA","ORD","1140","0.0"
"11","2","DL","LGA","ATL","1930","3.0"
"3","1","AA","JFK","DFW","1825","15.0"
"2","5","WN","LGA","ATL","1750","21.0"
"11","6","DL","JFK","ATL","830","0.0"
"5","4","WN","LGA","ATL","1430","1.0"
"12","1","DL","LGA","ORD","1125","0.0"
"8","3","OO","JFK","ORD","800","0.0"
"2","7","AA","JFK","LAX","2035","36.0"
"3","4","OO","JFK","ORD","805","0.0"
"5","3","AA","LGA","ORD","629","0.0"
"6","1","B6","JFK","ORD","1559","0.0"
"9","1","DL","LGA","ORD","1625","0.0"
"10","2","AA","LGA","DFW","1100","22.0"
"9","1","DL","LGA","ATL","1350","0.0"
"4","6","WN","LGA","ATL","605","0.0"
"3","7","AA","LGA","ORD","1840","0.0"
"11","7","AA","LGA","DFW","930","0.0"
"9","7","UA","LGA","ORD","2100","11.0"
"7","2","DL","JFK","LAX","2215","0.0"
"11","3","WN","LGA","ATL","1755","16.0"
"3","3","DL","JFK","ATL","840","0.0"
"11","5","B6","JFK","LAX","1730","0.0"
"3","1","OO","LGA","ORD","1100","50.0"
"3","5","DL","JFK","LAX","2129","30.0"
"9","4","DL","LGA","ATL","959","37.0"
"5","4","OO","LGA","ORD","1915","0.0"
"8","2","F9","LGA","ATL","2250","25.0"
"3","4","B6","JFK","LAX","850","0.0"
"10","4","WN","LGA","ATL","1040","0.0"
"11","2","DL","JFK","LAX","1715","0.0"
"2","2","DL","LGA","ORD","600","0.0"
"8","7","UA","LGA","ORD","1716","0.0"
"2","5","DL","JFK","LAX","1200","0.0"
"8","2","DL","LGA","DFW","600","0.0"
"9","1","AA","LGA","ORD","1929","0.0"
"9","4","AA","LGA","ORD","2030","0.0"
"6","7","DL","LGA","ATL","1700","36.0"
"5","2","DL","LGA","ATL","700","0.0"
"2","1","AA","JFK","PHX","629","0.0"
"12","5","DL","JFK","ATL","615","0.0"
"4","2","DL","JFK","LAX","840","13.0"
"9","4","DL","JFK","ATL","608","0.0"
"12","4","AA","LGA","DFW","1455","86.0"
"8","3","UA","LGA","ORD","900","0.0"
"9","1","9E","JFK","ORD","900","0.0"
"4","3","DL","JFK","LAX","1545","10.0"
"6","2","UA","LGA","ORD","1500","8.0"
"4","3","AA","LGA","ORD","630","20.0"
"3","7","AA","LGA","ORD","1229","40.0"
"8","2","B6","JFK","ORD","730","0.0"
"5","5","OO","JFK","ORD","1920","0.0"
"7","1","UA","LGA","ORD","900","0.0"
"5","5","DL","LGA","ORD","1829","0.0"
"11","3","B6","JFK","ATL","810","0.0"
"8","3","OO","LGA","ORD","1107","0.0"
"9","5","B6","JFK","LAX","2140","0.0"
"4","3","B6","JFK","LAX","712","14.0"
"7","4","UA","LGA","ORD","1915","0.0"
"3","2","AA","LGA","ORD","1229","0.0"
"5","6","AA","JFK","LAX","1030","0.0"
"9","3","AA","LGA","ORD","600","0.0"
"2","6","AA","JFK","LAX","600","0.0"
"11","4","AA","LGA","ORD","730","0.0"
"5","1","DL","LGA","ORD","829","0.0"
"5","1","AA","JFK","LAX","1530","0.0"
"8","2","YX","LGA","ORD","700","0.0"
"6","4","AA","LGA","ORD","600","0.0"
"4","5","AA","LGA","DFW","629","0.0"
"8","3","AA","LGA","ORD","2025","0.0"
"8","3","DL","LGA","ATL","600","0.0"
"11","7","UA","LGA","ORD","1300","5.0"
"8","4","AA","JFK","LAX","600","152.0"
"7","7","DL","LGA","ATL","1000","5.0"
"12","4","AA","JFK","LAX","1100","0.0"
"2","7","B6","JFK","ATL","1729","0.0"
"4","1","NK","LGA","DFW","1230","4.0"
"3","3","DL","LGA","DFW","1920","0.0"
"7","3","DL","LGA","ORD","845","15.0"
"6","3","AA","JFK","LAX","1800","0.0"
"7","7","DL","JFK","LAX","1700","16.0"
"7","1","DL","LGA","DFW","1235","0.0"
"4","7","AA","JFK","ORD","900","0.0"
"6","3","B6","LGA","ATL","2040","74.0"
"12","4","DL","JFK","ATL","1732","1.0"
"8","7","AA","JFK","PHX","1325","0.0"
"10","7","AA","JFK","DFW","630","0.0"
"6","5","DL","JFK","LAX","1355","5.0"
"4","1","DL","LGA","DFW","615","0.0"
"7","7","AA","JFK","LAX","1629","6.0"
"11","5","OO","LGA","ORD","1400","0.0"
"6","3","DL","JFK","ATL","600","0.0"
"7","7","AA","LGA","ORD","1430","0.0"
"3","2","NK","LGA","DFW","1216","56.0"
